DISTRICT_CODE,DISTRICT_NAME,member_2015,instruction_2015,pupilstaffsupport_2015,admin_2015,operations_2015,transportation_2015,facility_2015,foodcommservice_2015,member_2016,instruction_2016,pupilstaffsupport_2016,admin_2016,operations_2016,transportation_2016,facility_2016,foodcommservice_2016,member_2017,instruction_2017,pupilstaffsupport_2017,admin_2017,operations_2017,transportation_2017,facility_2017,foodcommservice_2017,member_2018,instruction_2018,pupilstaffsupport_2018,admin_2018,operations_2018,transportation_2018,facility_2018,foodcommservice_2018,member_2019,instruction_2019,pupilstaffsupport_2019,admin_2019,operations_2019,transportation_2019,facility_2019,foodcommservice_2019,member_2020,instruction_2020,pupilstaffsupport_2020,admin_2020,operations_2020,transportation_2020,facility_2020,foodcommservice_2020,member_2021,instruction_2021,pupilstaffsupport_2021,admin_2021,operations_2021,transportation_2021,facility_2021,foodcommservice_2021,member_2022,instruction_2022,pupilstaffsupport_2022,admin_2022,operations_2022,transportation_2022,facility_2022,foodcommservice_2022,member_2023,instruction_2023,pupilstaffsupport_2023,admin_2023,operations_2023,transportation_2023,facility_2023,foodcommservice_2023
602,Bonduel,880,5801073,729314,1184420,1502120,453071,855758,550034,871,5892901,655543,1195514,1367562,394528,773578,516162,845,6356665,705571,1190033,797796,441675,829563,438341,835,5604883,750841,912818,1357252,557194,860838,394171,843,6366801.36,808458.63,1032689.7,1428077.03,517381.7,850163.25,386569.38,828,6839463.83,819252.67,1089200.09,1021327.37,514434.48,959814.62,464914.44,760,6306422.2,910884.61,1162546.44,1268037.38,514426.05,852212,406763.19,759,6856855.77,964342.36,1140665.45,1317616.27,644284.72,1816474.47,511865.29,772,6934601.76,1282314.62,1121922.64,2077907.92,613828.9,1269699.99,820989.67
609,Boscobel Area,813,6391081,844178,782812,1869490,223341,8967,331052,808,6623400,734204,822703,1086635,267467,2992,311609,842,6914528,673892,874677,1027840,331166,2700,390662,842,7107379,733442,909416,1549266,296947,8599,396557,819,7302111.48,777054.54,918398.76,1389023.81,372536.67,6575.23,430334.57,795,7291321.01,721781.81,982914.65,1254853.46,375781.61,2250,365778.58,772,7349632.38,849317.92,957688.85,1303478.34,370308.02,79550,342088.27,768,7797049.83,967363.16,1022775.72,1725314.34,336043.3,170924.5,438445.66,757,7984581.61,1180016.9,1197750.72,1663938.82,460547.82,250,612375.76
623,Bowler,445,3583288,535164,606274,980187,438587,25413,264586,442,3722951,481807,618211,1014596,404455,25413,253197,418,3707847,458090,615089,974952,393401,25414,225291,420,3743541,421303,681462,900904,421854,25414,228354,410,3517970.91,469327.61,661911.93,1072497.98,415188.33,25414.07,237041.78,407,3537579.27,647167.69,762306.49,1261770.06,286781.33,83307.23,424264.35,390,3769225.23,685313.61,711391.86,1138277.02,383495.85,85969.56,301996.08,402,3973445.15,720465.21,723911.08,961778.36,436308.99,130115.69,381717.87,390,4294525.17,832475.1,772193.76,1063706.79,355110.98,540747.18,458382.64
637,Boyceville Community,775,5311751,752298,932866,1192994,360639,1322536,471906,740,5149601,693408,924148,1125620,489468,998404,457479,742,5286971,761167,916835,1248873,526670,1011453,475031,740,5326765,885202,959403,1250133,415470,1028060,475957,718,5453000.06,840213.68,1007877.93,1323924.65,486973.81,991500,473552.95,731,5610148.51,841290.61,996691.28,1272553.86,371731.7,989500,518147.42,700,5965582.85,920050.6,1011836.6,1388376.33,424903.69,989750,484423.35,730,6322131.7,846780.94,1004584.89,1546299.68,527700.31,1152757.47,603600.97,732,6394770.08,952451.94,1047127.62,1522853.37,601450.13,1417400,581882.8
657,Brighton #1,125,460789,199769,250824,381474,108896,193343,74428,103,559653,122371,258092,380311,102232,164410,64252,96,494452,140576,257762,390676,106250,161270,63358,97,460487,168760,273140,355872,102495,169170,75831,114,392147.6,142120.23,252577.94,356881.6,112336.18,171930,74478.84,117,526526.47,169748.23,304090.79,347166.79,97836.48,169620,58129.07,127,678170.94,192854.58,272370.21,421929.98,100898.28,169620,85397.92,132,778750.38,196781.83,243365.13,390781.17,111578.67,96000,95205.02,144,882287.95,247087.22,293037.88,336546.08,119913.77,30207,94819.95
658,Brillion,909,5268196,735057,978737,1409009,406412,1845359,564334,906,5233556,737868,1038787,1263043,373777,1953057,734220,908,5344623,742970,1078379,1465165,390776,1827747,519921,923,5509095,780790,1105970,1473116,383358,1981229,550472,913,5498884.7,964872.94,1118195.01,1401437.89,398362.28,1731949.16,610317.72,908,5504815.87,1118759.01,1117502.21,1400001.36,362445.83,1856394.75,597451.05,878,6359710.06,1062773.55,1172691.3,1453383.69,345487.46,1905410.97,789835.96,937,6521978.74,1167470.8,1210003.74,1554042.26,464572.33,1620898.17,1099650.57,926,7068416.02,1227053,1263300.31,1512141.37,508799.7,2588073.15,921407.5
665,Bristol #1,646,3937843,771969,674011,755150,240366,406956,254667,664,4236666,736894,869814,916793,236343,372857,276685,661,4365541,834547,750502,925050,293811,365546,247147,720,5022678,520597,1032600,1033466,339883,396953,271470,729,4609245.74,1034750.98,985785.43,942555.1,335732.22,1378492.46,246517.64,762,5137316.79,915738.22,1079451.47,984716.18,283503.08,959824.87,239555.14,736,5044410.61,696878.15,1104661.45,1222371.41,315944.45,1631096.61,251283.22,755,5586888.45,869386,1343670.13,1509740.47,393806.6,334022.5,457873.95,743,5688385.27,1037470.85,1413296.53,1436490.25,436575.54,2706376.78,392870.53
700,Brodhead,1064,6948283,801229,1253679,2045804,469972,267112,478089,1047,6957840,860303,1273922,2090140,452776,164157,476196,1056,7264853,872326,1301574,1971287,430605,215062,516744,1044,7387185,926434,1348231,1940208,443794,236143,570350,1051,7802582.05,997624.75,1387308.84,1905301.79,466450.42,109295.79,606527.23,1036,8157997,1073922.5,1465504.21,1837106.93,453107.84,0,542524.7,970,8381718.92,1109885.52,1469825.67,2016596.92,501131.81,0,577234.79,1050,8778231.9,1329040.28,1408872.08,1949556.08,545202.3,223604.25,622736.85,1059,9196529.26,1459559.8,1514845.85,2024854.71,588396.22,265139,660816.65
721,Brown Deer,1561,11297016,1469118,2331871,4198766,614723,1573077,895487,1617,11737683,1495466,2417287,4005638,648609,1648155,891648,1686,12289828,1667357,2482157,3530799,641761,3364271,993605,1703,13217926,1762003,2542475,3613263,705138,2899079,961001,1682,13662009.49,1963239.58,2419489.9,4290143.79,694564.76,2467649.53,1055862.97,1726,14060801.38,2125342.59,2759201.15,3478706.33,540590.62,3059856.69,992401.34,1677,14175129.5,2426423.67,2704615.12,3789960.94,547272.56,3047549.88,643635.52,1827,14551864.09,2592384.82,2809700.71,3938180.64,693263.56,3975953.9,773058.77,1851,14705786.43,2941204.1,2891297.38,4431203.36,837350.87,4147918.69,1016105.15
735,Bruce,545,4145709,602927,590382,1138338,334478,0,311390,520,3942571,543140,634685,1086963,329819,62320,327109,500,3877051,553491,653434,1136659,316665,0,443789,495,3845309,544322,705581,907985,419208,51766,334638,489,3909010.45,457087.63,686038.76,1256716.95,351892.98,17524.05,332826.73,503,4120192.76,414024.66,717842.97,1223608.57,289459.86,0,339065.49,503,4357793.66,405934.11,710054.82,1117498.22,429330.79,3575,361788.09,496,4801269.15,475346.77,738688.8,1386979.34,408717.02,78090.83,358534.99,477,5278152.92,538082.31,823461.7,1295543.5,605640.2,23635,394997.77
777,Burlington Area,3336,24622495,3202969,2724439,5827286,2189901,2506661,1125614,3292,24538001,3181356,2736432,5659982,2100182,2169235,1213949,3280,26097460,3034434,2785334,5297973,2255533,2412277,1515532,3318,26488389,3241252,2851770,5945768,2255374,2225425,1484990,3387,27217230.6,3339146.03,2683092.38,5843373.1,2277810.99,3124233.35,1304758.08,3415,29347739.81,3589793.85,2782237.42,4906817.79,2037658.64,2900655.47,1089864.53,3367,29332771.25,3798209.82,2864119.03,5880920.61,2196988.34,4323012.22,1419931.14,3348,29850964.79,4088934.69,2951984.22,5815649.35,2375540.92,4396311.78,1618843.58,3315,31007355.54,4909820.74,2914446.21,5933149.96,2535003.32,7548718.65,1660909.15
840,Butternut,202,1560933,257717,327727,793000,150080,1348,131960,198,1741415,250557,393730,494510,140074,5547,150921,196,1731134,328374,378112,504102,190228,1252,135124,191,1761101,321266,381982,415003,152803,1361,136833,170,1590992.86,345558.45,407220.8,675408.39,161910.23,0,130319.98,152,1569482.97,331651.49,408966.1,569766.44,151600.78,0,134872.87,134,1438712.21,378376.95,361702.14,359618.72,123628.1,91626,148868.64,139,1579038.71,411435.81,419754.95,569531.62,156026.76,188.41,136701.48,135,1535796.07,524816.33,450829.97,554195.99,193545.84,3500,139966.04
870,Cadott Community,859,5623415,915728,882679,1220368,589742,735581,434351,866,5780483,1038338,889791,1458145,524658,792869,457713,851,5629835,1150582,1095688,1212407,517279,717551,500402,874,5962446,1323038,901918,1435914,677023,734158,474634,868,7189109.53,1171863.8,1152021.57,1500769.81,666170.5,982543.43,494650.34,850,7156501.48,1441620.71,1179322.71,1331775.05,664517.96,1279610.1,530988.34,831,7842722.53,1314453.41,1267187.35,1157749.83,766698.27,1450541.06,504533.49,863,8182873.16,1502351.83,1311731.25,1301062.09,768392.21,1218929.93,594294.72,849,8434503.9,1514210.27,1398363.81,1392630.43,823643.99,1186684.05,596759.73
882,Cambria-Friesland,408,3233603,341863,523997,478165,228646,129259,192164,392,3010268,339021,498978,609571,228771,129146,338532,386,3092406,440650,522856,662193,222037,129024,412532,391,3396788,443943,543129,648936,343074,128974,449091,392,3769252.68,513660.71,579578.45,681250.7,311770.38,562120.57,465360.03,395,3889383.9,485735.39,599355.83,764030.17,246479.55,177921.39,471574.2,344,4100542.18,612846.67,634937.82,844930.04,230070.55,66446.1,503654.08,355,4021745.3,588995.92,700138.96,1085792.12,276098.48,60189.46,569071.69,338,4434302.09,609521.01,799882.81,881709.71,325629.61,60189.46,523670.27
896,Cambridge,887,5592599,915722,1210227,2583285,472379,383271,780678,845,5962585,1146441,1266300,2139326,515296,490932,777595,864,6068505,1089396,1265145,1979737,538570,440870,792954,885,5793150,1032715,1246670,2263859,530164,682510,758987,906,6480357.12,1188697.47,1367865.56,2361101.38,753492.37,1028971,842199.83,904,6248378.71,1190597.76,1399597.67,2208809.58,564759.13,619034.34,817592.52,870,6419345.74,1196951.99,1587125.54,2158641.53,624807.02,402278.78,928726.84,887,7357211.04,1264692.62,1511056,1969517.98,709492.18,748947.83,995949.87,911,7544872.01,1529657.9,1525944.35,2247284.85,828604.21,1333068,1107197.22
903,Cameron,908,5163763,1410100,1044965,1370838,434258,1333836,581953,895,5245926,1641904,1011061,1170577,331109,1729676,608858,909,5374308,1377251,1071795,1377356,435569,1747337,508459,942,5462865,1438920,1075872,2020056,577713,1867836,520321,940,5878307.67,1346095.96,1141449.67,2159603.34,477963.93,1872217.51,526599.39,940,5798373.31,1256503.49,1419921.02,1619031.91,342688.74,2544323.34,659593.99,872,6438203.47,1244132.7,1485028,1578194.34,451279.78,1762687.12,720626.9,895,6439024.89,1466100.32,1454750.27,1875704.35,410965.74,1938781.51,1152014.6,910,6737534.47,1321208.72,1532623.94,1896764.91,548619.47,1794318.15,1279646.09
910,Campbellsport,1421,8847362,1357654,1406444,2110544,1210544,1292752,534241,1410,9183080,1277671,1420839,2328906,1141601,1596748,469208,1352,9478839,1347088,1400777,2559460,1220441,1435434,444811,1372,9102410,1289764,1481164,2457051,1236491,1247152,464838,1367,9356270.35,1494001.22,1466081.1,2729934.04,1209974.82,2395171.52,516022.19,1364,9445105.94,1665025.07,1516198.33,2613699.09,987897.92,3431469.19,497396.62,1325,10122677.55,1857557.03,1477203.68,3198452.26,1105806.73,2230914.12,462294.37,1371,10637113.05,1971475.58,1535404.9,3267715.66,1055439.84,3373118.33,517419.4,1403,10365315.66,2049596.49,1712654.62,2875172.84,1064672.75,1985035.25,567573.28
980,Cashton,584,3935985,470676,644188,679330,319755,1237364,331364,593,4263803,479795,654891,710731,465986,918144,317036,602,3966997,511354,690383,801188,426196,934928,335201,579,4318937,572556,689285,899648,335470,955359,389521,581,4323424.17,578005.22,697093.16,866312.15,548776.99,946621.64,368633.12,600,4699077.24,578067.22,747248.28,797038.01,324003.61,1098052.74,361331.32,563,4606023.15,670386.35,735318.01,870803.21,542504.9,894418.48,434626.95,574,5145791.4,1092556.27,771666.5,952652.4,365165.3,1309639.7,421487.36,577,5420505.31,990341.82,784366.89,809025.44,414540.12,2348778.37,448481.36
994,Cassville,217,2149042,215127,320620,398744,218437,0,162133,217,2161058,201368,333658,496292,215304,0,173919,213,2107774,210889,350330,511719,222786,0,172640,237,2321095,227397,356734,501357,224504,    ,160024,237,2541117.83,214572.17,374179.03,514204.1,221448.38,0,154429.9,241,2400761.07,213270.49,380661.41,567647.9,148329.66,0,159494.3,236,2553951.96,207980.08,370883.47,635012.48,184252.66,0,220539.38,231,2806378.34,252944.25,385219.03,623552.4,211243.34,0,252070.51,229,2958984.9,335289.39,404870.79,764442.2,212801.39,0,289650.58
1029,Cedar Grove-Belgium Area,1099,6626991,686231,988217,1898140,456111,1270605,444038,1090,6633628,715097,996108,2211168,448719,2062299,425069,1091,6502909,689596,1016808,1803592,453993,1667577,441385,1051,6961846,670937,1009789,2163430,458999,1440607,428949,1037,7028160.39,818013.19,1020584.32,1728694.74,460469.14,1252456.93,498841.13,1025,7153662.63,936912.55,1320910.43,1784164.69,402088.12,1227220.78,401504.18,974,7176271.75,1078431.62,1356200.76,1548147.07,392206.59,1152521.74,418579.92,998,7490283.85,1260247.56,1168629.41,1661679.53,479678.86,1007881.36,515018.31,986,7890153.78,1376942.3,1303702.26,1518367.72,468590.61,1224618.87,599051.67
1015,Cedarburg,2891,17853198,3324412,2591586,5292102,1110082,1899099,952538,2853,18700422,3255988,2659962,5231204,1116737,2069550,830235,2945,18297527,3355633,2753651,6491031,1155089,1938543,937279,2929,19145108,3576994,2957827,5731962,1230484,4009549,1063308,2976,19501172.41,3816576.16,3053812.12,5599416.17,1236715.85,2490814.21,1147778.98,3047,20818487.57,3881570.2,3142680.67,5375812.42,1039587.52,4803329.42,1712340.67,3076,21444509.71,4161234.48,3149647.7,6064734.24,1136860.65,5268542.78,1155465.57,3075,22634411.4,4220823.41,3487639.44,7054659.39,1144992.66,4471081.43,1667724.89,3046,23589385.34,4268803.58,3650912.59,5513267.41,1424478.72,4446201.48,1415679.86
5054,Central/Westosha UHS,1186,9767514,991327,1453281,2008984,543663,950238,858483,1193,8967059,1117302,1492209,2408169,558487,1050400,776030,1183,8409615,1156497,1676466,2769541,539766,1071593,626275,1134,8711563,1349536,1272702,2266822,521084,1051450,540537,1166,8140448,1820781.73,1388470.21,2634297.61,525258.05,1048800,527822.04,1129,8727604.53,1626304.22,1423201.76,2768913.89,506266,1509693.05,392829.39,1141,8401378.01,1751119.62,1655180.68,2326929.39,401158.34,1072870.2,423548.14,1141,8761345.31,1811333.49,1925823.26,2384293.45,561324.01,3112213.05,550948.67,1143,8830484.4,2156269.71,1762214.05,2193107.8,618832.97,2777220.71,783647.33
1071,Chequamegon,756,5594350,779289,1104332,1708172,581537,6500,418767,726,5315209,707841,1045969,2643433,589185,6500,435607,702,5594444,756793,1085776,2021567,601314,6500,455064,772,5935834,819856,1158906,1744957,647751,6500,445521,795,6454517.06,830229.5,1212360.11,1769745.65,646265.2,6500,477740.76,783,6437150.33,916294.46,1216750.94,1719461.25,579597.19,528306.55,586244.05,741,6872402.66,1033455.75,1271193.11,1828540.89,595379.91,334559,612882.69,736,7151116.18,1088023.46,1371013.84,1656060.97,652952.88,289366.43,667485.07,736,7439999.22,1199748.25,1440666.05,1649491.96,850360.54,757055.14,764389.28
1078,Chetek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Chetek-Weyerhaeuser,1017,7382338,938446,1094868,2025236,1037126,958118,969323,1032,7953120,796082,1111165,2124979,1029479,1199899,987543,1068,8104757,862148,1161824,1753695,1063883,2678997,1074687,1054,8067350,945913,1365463,1862774,1111092,1557613,1072334,1042,8473545.96,997988.69,1405454.21,1861823.41,1108477.22,1098340.24,1000956.42,1068,8417749.33,937732.93,1322057.81,2179329.19,1089855.49,325880.76,989237.59,1056,8969638.61,962289.95,1361973.19,2030375.71,1126811.15,367316.52,1021823.85,1038,9285225.97,1190560.52,1322238.8,3086067.27,67114.95,1561776.37,1076852.34,1035,9758446.99,1275941.68,1409330.35,1986117.06,1255323.62,3491581.61,1245872.47
1085,Chilton,1141,6538614,1441830,1366992,1370106,415062,2327760,762807,1118,6479628,1492045,1403348,1231350,398954,2399891,728138,1129,6818981,1481768,1295066,1181415,433103,2447426,724227,1127,7018250,1051075,1419691,1766007,437880,2381077,817771,1068,7154607.6,1096220.58,1489043.81,1650966.96,438260.4,2414296.31,756151.92,1073,7304296.78,1138085.02,1473634.61,1579990.32,365811.58,3047632,870058.76,1082,7401207.21,1078120.2,1501307.59,1654222.5,379900.04,2429363.28,923895.68,1099,7895556.42,1086749.78,1606454.54,1680204.87,449870.86,1814177,959261.51,1114,7861976.75,1366457.43,1572651.85,1989689.19,517315.8,1895185,1261815
1092,Chippewa Falls Area,5117,33488932,4788870,5009649,10835271,3672620,345023,2827795,5186,35041682,4950306,5013583,7719201,3642408,435988,2842774,5274,35818285,4864692,5335744,7865497,3503767,312190,2865053,5230,36009788,5254598,5516968,7942328,3684120,895694,2980402,5236,37844207.94,6285749.22,5642014.82,7563469.32,3769152.68,2929062.11,3135317.66,5196,39560302.91,6661343.56,5614957.8,8020003.44,3111894.9,4234490.12,2736687.44,5057,40620662.09,6530672.22,5887948.37,7139586.83,3905671.17,5654292.53,2489800.35,5130,40105261.67,7534895.83,6084321.76,7785728.93,4053669.34,4964257.54,3531422.08,5039,42962675.51,7732017.36,6372130.48,8432183.99,4082320.58,5130045.76,3611871.55
1120,Clayton,372,2578147,295432,454298,830186,164301,343850,265803,355,2616012,329650,461505,777340,155071,233700,272828,338,2633701,339225,455575,832759,154050,237250,249026,334,2736037,295940,480618,916913,171541,129454,236238,318,2666050.51,287954.1,516056.09,981699.67,170943.15,154345.88,241162.32,318,2834881.42,296377.06,474976.59,963412.67,148156.72,66064,289555.26,300,2992082.57,324589.44,448497.17,930833.76,167802.04,66063.93,426731.14,296,3038832.24,348903.07,465961.33,986996.39,185302.17,27987.58,461680.21,290,3127414.32,356919.85,512982.85,1058222.52,199879.8,0,528417.4
1127,Clear Lake,617,4057366,457923,803541,840024,415684,1147421,461260,617,3823762,495992,846420,1000930,510446,1112467,453961,650,4017949,407666,856568,1109979,387060,983766,465335,654,4166977,415360,903964,1077905,494658,965409,451869,625,4127385.33,507041.61,976819.84,1168325.09,389081.45,978172.52,498019.28,615,4193861.71,580966.46,949398.22,1144886.54,442405.88,991672.52,518817.7,589,4435514.77,569190.81,933732.7,1023947.39,350250.17,1401801.88,574132.06,603,4436184.84,614505.01,1039293.16,1408389.68,388873.75,1603268.81,634404.77,600,4649504.39,796761.08,1075772.44,1342595.96,535096.61,945399.02,730272.89
1134,Clinton Community,1099,6843818,1257051,1287770,2218150,476262,1875120,479087,1088,7318000,1207099,1343663,1809330,489135,2078145,451718,1058,6964980,1306147,1332093,2314633,496498,2301131,458999,1015,6767185,1216501,1312668,3375126,420501,934650,527342,1020,6843986.36,1000449.36,1426384.57,2847489.15,445089.57,738850,562339.1,1015,6850836.16,1186148.51,1487118.01,2854581.06,579424.42,633150,571635.65,975,6652141.81,1209177.79,1489211.02,3132730.45,591463.08,22757102.51,611045.46,973,7237030.34,1456444.06,1523688.13,3051186.49,756815.3,1229158.59,655217.74,956,8687963.82,1582630.29,1539153.46,3422066.4,772457.54,6754964.22,538497.73
1141,Clintonville,1411,10574794,1539767,1361544,2304094,585652,1666409,1243946,1453,10100940,1504628,1374217,2079889,552663,1702644,1226612,1399,10332512,1480500,1518847,2380462,557034,1638571,1253443,1356,10549638,1390313,1543903,1952610,564241,1833351,1214913,1310,10803277.37,1850571.16,1616734.87,2322757.01,614103.33,1952945.6,1248757,1313,11612672.1,1817546,1951050.51,2414593.98,456807.53,2796696.39,1384257.57,1231,11157265.22,1987362.29,1719970.97,2494487.54,496330.05,2610040.71,1553042.94,1274,11965321.73,1704575.86,1659930.17,2362001.93,661068.82,2125129.01,1871734.74,1300,12788941.86,1805595.58,1559891.07,2252974.24,719315.71,1981898.38,2632918.72
1155,Cochrane-Fountain City,672,3992635,404019,690034,1238931,517559,931897,402525,661,4018934,404766,681167,1457354,507147,838686,410815,664,4193005,440170,714006,1082975,644811,822241,374504,647,4154522,472152,749766,1287301,675769,735744,381921,598,4407449.99,469273.42,806683.94,1282559.62,613477.73,1065735.21,403183.29,579,4101890.61,475450.26,733619.96,1499305.12,567248.12,854902.49,392282.86,581,4238504.72,402065.68,809655.54,1318294.64,566471.36,825700,339270.78,564,4311553.34,490581.23,813592.94,1593961.53,536332.17,1350251.23,451837.91,554,4237534.01,524425.73,782472.95,1526974.28,568625.01,1448462.5,425561.41
